Date	SAS2(degC)<Average>	SAS1(degC)<Average>	TUNNEL6(degC)<Average>	CHAMBRE8(degC)<Average>	TEMP_EXTERIEURE(degC)<Average>	CHAMBRE9(degC)<Average>	TUNNEL5(degC)<Average>	TEMP_QUAI(degC)<Average>	SDM2(degC)<Average>	CONDUCTIVITE(mS)<Average>	PRESSION BP(Bars)<Average>	PRESSION HP_0(Bars)<Average>	PRESSION HP(Bars)<Average>	COMPTEUR EAU GENERAL(m3)	COMPTEUR EAU SALLE DES MACHINES(m3)
14/06/2017 18:40:00 	18.1567859650	17.0504150391	-14.4835977554	-20.1382255554	33.6582183838	-19.1922664642	-21.6063022614	18.5095310211	30.3999996185	1294.1956787109	-4.2494392395	-6.2499279976	-6.2503471375	56133	35755
14/06/2017 18:30:00 	18.2000007629	17.0040054321	-14.7251081467	-20.2585563660	37.7959747314	-19.1904335022	-21.6419448853	18.5327758789	30.4759101868	1266.7744140625	-4.2494454384	-6.2498850822	-6.2503924370	56133	35755
14/06/2017 18:20:00 	18.2973384857	16.9889717102	-14.9017152786	-20.2635917664	37.4124794006	-19.1897792816	-23.2355861664	18.3933315277	30.7368106842	1274.4682617188	-4.2494368553	-6.2498683929	-6.2504029274	56133	35755
14/06/2017 18:10:00 	18.3862857819	16.9749832153	-14.9170007706	-20.1060829163	38.1502647400	-19.1928272247	-24.3836498260	18.3653297424	30.8823661804	1405.8686523438	-4.2494473457	-6.2497839928	-6.2505602837	56133	35755
14/06/2017 18:00:00 	18.4978046417	16.9946441650	-14.8783664703	-19.8643016815	37.4006690979	-19.2000007629	-24.0474281311	18.3354339600	30.8288497925	1342.5831298828	-4.2494359016	-6.2499480247	-6.2504496574	56133	35755
14/06/2017 17:50:00 	18.6395969391	16.9100780487	-14.7336959839	-19.5657768250	37.5871810913	-19.2000007629	-23.5521507263	18.2605800629	30.6571388245	1310.8084716797	-4.2494392395	-6.2499518394	-6.2503705025	56133	35755
14/06/2017 17:40:00 	18.8049011230	16.8999996185	-14.5299663544	-19.2227478027	38.3069572449	-19.2000007629	-22.9568767548	18.2241706848	30.3689098358	1437.2675781250	-4.2494549751	-6.2499079704	-6.2503361702	56133	35755
14/06/2017 17:30:00 	19.0142879486	16.8999996185	-14.2471351624	-18.7462749481	38.7516326904	-19.2000007629	-21.7868900299	18.1236381531	29.9354476929	1350.1187744141	-4.2494535446	-6.2499046326	-6.2503581047	56133	35755
14/06/2017 17:20:00 	19.3670768738	16.8999996185	-13.4878311157	-18.1639862061	36.8085861206	-19.2000007629	-19.4138889313	18.1000003815	29.2755222321	1328.6917724609	-4.2493743896	-6.2499961853	-6.2505679131	56133	35755
14/06/2017 17:10:00 	19.9929008484	16.8918476105	-12.6004142761	-18.0725040436	37.3629531860	-19.2000007629	-15.8898096085	18.0054225922	28.5066833496	1368.1596679688	-4.2493691444	-6.2499961853	-6.2503290176	56133	35755
14/06/2017 17:00:00 	21.0813713074	16.7890605927	-12.7022809982	-18.1942634583	37.4261779785	-19.1953525543	-14.6561946869	17.9471912384	28.2999992371	1302.2951660156	-4.2493596077	-6.2500000000	-6.2502145767	56133	35755
14/06/2017 16:50:00 	21.3723564148	16.8412570953	-13.1525220871	-18.2999992371	34.9149436951	-19.2000007629	-15.1342258453	17.7547855377	28.3762779236	1301.4357910156	-4.2493157387	-6.2500000000	-6.2502307892	56133	35755
14/06/2017 16:40:00 	21.1013450623	16.8868827820	-13.5016374588	-18.2732505798	33.1612014771	-19.2930889130	-15.6174421310	17.6304721832	28.4897098541	1300.5017089844	-4.2493443489	-6.2500000000	-6.2502260208	56133	35755
14/06/2017 16:30:00 	21.0270004272	16.8992576599	-13.8192605972	-18.2034549713	32.5899467468	-19.3671951294	-16.1185703278	17.5364494324	28.6463642120	1299.2465820312	-4.2493796349	-6.2499918938	-6.2501711845	56133	35755
14/06/2017 16:20:00 	20.8323802948	16.8650722504	-15.4744672775	-18.3120117188	33.1915245056	-19.3089618683	-16.6148204803	17.3942966461	28.8387584686	1297.2371826172	-4.2493300438	-6.2500000000	-6.2501745224	56133	35755
14/06/2017 16:10:00 	20.6921176910	16.8040103912	-18.5877780914	-18.5423507690	33.3928451538	-19.3225059509	-17.1498527527	17.2526531219	29.0686264038	1296.2587890625	-4.2493529320	-6.2500000000	-6.2501597404	56133	35755
14/06/2017 16:00:00 	20.7249145508	16.8206462860	-20.0443496704	-18.7915515900	34.5621452332	-19.3999996185	-17.6608333588	17.2325839996	29.1747760773	1297.7863769531	-4.2493929863	-6.2500000000	-6.2502093315	56133	35755
14/06/2017 15:50:00 	20.8066387177	16.8710575104	-19.4315528870	-18.9768848419	33.2457809448	-19.3999996185	-18.2230644226	17.3291492462	29.2165107727	1271.4730224609	-4.2493758202	-6.2500000000	-6.2501740456	56133	35755
14/06/2017 15:40:00 	21.0726070404	16.8503475189	-20.1572399139	-19.1658554077	33.2066307068	-19.3999996185	-18.9120788574	17.3440818787	29.2324218750	1299.8850097656	-4.2493700981	-6.2500000000	-6.2502832413	56133	35755
14/06/2017 15:30:00 	21.2703876495	16.8999996185	-19.4530334473	-19.4709968567	33.0021553040	-19.3999996185	-19.7985210419	17.3625793457	29.3503913879	1350.9921875000	-4.2493405342	-6.2500000000	-6.2502112389	56133	35755
14/06/2017 15:20:00 	21.3821277618	16.8999996185	-19.1311817169	-19.9863376617	33.7643127441	-19.3999996185	-20.8997192383	17.4942817688	29.7330760956	1343.7913818359	-4.2493758202	-6.2500000000	-6.2502479553	56133	35755
14/06/2017 15:10:00 	21.3034133911	16.8999996185	-19.1403579712	-20.5394725800	33.4627456665	-19.3999996185	-22.3035697937	17.5776462555	30.4878349304	1342.9228515625	-4.2494173050	-6.2499918938	-6.2502226830	56133	35755
14/06/2017 15:00:00 	21.2764854431	16.8209362030	-18.6733303070	-20.9037170410	33.3966522217	-19.3999996185	-23.9351215363	17.6305274963	30.9434509277	1386.6677246094	-4.2493953705	-6.2499599457	-6.2504763603	56133	35755
14/06/2017 14:50:00 	20.9540824890	16.7342109680	-19.1909275055	-20.6716690063	32.6703071594	-19.4030704498	-24.2961101532	17.5939121246	30.8488655090	1383.6033935547	-4.2494039536	-6.2499122620	-6.2504267693	56133	35755
14/06/2017 14:40:00 	20.7965888977	16.6517925262	-18.9571609497	-20.6836681366	33.3287277222	-19.4541530609	-23.9147586823	17.2947711945	30.6265792847	1292.2132568359	-4.2494506836	-6.2498874664	-6.2503933907	56133	35755
14/06/2017 14:30:00 	20.5660305023	16.6615829468	-18.7558746338	-20.6249866486	32.4603233337	-19.4855365753	-23.2087192535	16.9319381714	30.3807201385	1410.9935302734	-4.2494525909	-6.2498478889	-6.2505044937	56133	35755
14/06/2017 14:20:00 	20.2383346558	16.6123638153	-19.1456565857	-20.4940242767	32.8099975586	-19.4850807190	-21.8394050598	16.7000007629	30.1267318726	1351.0897216797	-4.2494854927	-6.2499122620	-6.2504096031	56133	35755
14/06/2017 14:10:00 	20.0577869415	16.6368103027	-18.9133625031	-20.3929042816	32.3518829346	-19.5000000000	-22.3155727386	16.6539535522	30.0953731537	1317.3953857422	-4.2494907379	-6.2498693466	-6.2504901886	56133	35755
14/06/2017 14:00:00 	19.9791431427	16.6634025574	-18.5453186035	-20.3996868134	32.5306701660	-19.5061550140	-23.9985427856	16.5120830536	30.1047515869	1269.1444091797	-4.2494926453	-6.2498569489	-6.2503657341	56133	35755
14/06/2017 13:50:00 	20.1509590149	16.6319465637	-18.9706668854	-20.3869400024	32.2919464111	-19.5761833191	-24.4539089203	16.3652782440	30.0092411041	1408.1153564453	-4.2493414879	-6.2497348785	-6.2504191399	56133	35755
14/06/2017 13:40:00 	20.1177997589	16.5987644196	-19.3573493958	-20.2880706787	32.2583084106	-19.6000003815	-24.2536926270	16.2864494324	29.8450527191	1377.2550048828	-4.2493734360	-6.2497606277	-6.2503552437	56133	35755
14/06/2017 13:30:00 	19.9765338898	16.5666675568	-19.7635440826	-20.0267257690	30.7412414551	-19.6000003815	-23.9846172333	16.1618804932	29.7330741882	1304.2335205078	-4.2494144440	-6.2497920990	-6.2505002022	56133	35755
14/06/2017 13:20:00 	20.0051689148	16.5271930695	-19.9241600037	-19.6633472443	29.8662929535	-19.6000003815	-23.5672245026	16.0810451508	29.4741172791	1426.9106445312	-4.2493247986	-6.2498850822	-6.2504162788	56133	35755
14/06/2017 13:10:00 	19.9897346497	16.5000000000	-19.5327510834	-19.1757526398	30.7521266937	-19.6000003815	-22.9757518768	15.8982543945	29.0958175659	1325.1939697266	-4.2493023872	-6.2497944832	-6.2504663467	56133	35755
14/06/2017 13:00:00 	19.8345203400	16.5000000000	-19.3000698090	-18.4752082825	31.9952659607	-19.6089668274	-21.8456115723	15.7746200562	28.5431060791	1425.7556152344	-4.2495098114	-6.2498092651	-6.2505650520	56133	35755
14/06/2017 12:50:00 	19.4998073578	16.5932426453	-15.3309106827	-17.7380542755	31.0875377655	-19.6000003815	-20.3651390076	15.6089525223	27.5932598114	1449.2955322266	-4.2494106293	-6.2498598099	-6.2503924370	56133	35755
14/06/2017 12:40:00 	19.3491096497	16.6075592041	-1.2994862795	-17.7873229980	30.1563377380	-19.6814727783	-19.0715236664	15.5000000000	27.2557506561	1318.5733642578	-4.2493686676	-6.2499804497	-6.2502055168	56133	35755
14/06/2017 12:30:00 	19.1045570374	16.6663780212	-0.0555863492	-17.6394767761	30.1064949036	-19.7537670135	-15.0055952072	15.4842195511	26.7430114746	1447.3776855469	-4.2494354248	-6.2500157356	-6.2504558563	56133	35755
14/06/2017 12:20:00 	18.9849529266	16.6047801971	-0.3275324702	-17.5628566742	28.8428058624	-19.7999992371	-9.1326751709	15.4049177170	26.0372123718	1386.1590576172	-4.2493824959	-6.2498960495	-6.2502751350	56133	35755
14/06/2017 12:10:00 	18.7156734467	16.6000003815	-0.4988915920	-17.6233634949	27.5827159882	-19.7999992371	-6.6702632904	15.4436092377	25.8999996185	1309.9599609375	-4.2493233681	-6.2500000000	-6.2502112389	56133	35755
14/06/2017 12:00:00 	19.0022373199	16.6000003815	-0.5000000000	-17.7178993225	27.1583423615	-19.7999992371	-7.6694588661	15.5000000000	25.8999996185	1308.8266601562	-4.2493329048	-6.2500000000	-6.2501831055	56133	35755
14/06/2017 11:50:00 	19.0237312317	16.6542110443	-0.5000000000	-17.7901268005	25.9037628174	-19.7999992371	-8.1403694153	15.5000000000	25.8999996185	1307.2403564453	-4.2493934631	-6.2500000000	-6.2501106262	56133	35755
14/06/2017 11:40:00 	19.0712013245	16.7000007629	-0.5000000000	-17.7988224030	26.8669261932	-19.8107986450	-9.5025091171	15.5366563797	25.9030799866	1306.1055908203	-4.2493329048	-6.2500000000	-6.2501716614	56133	35755
14/06/2017 11:30:00 	19.0219764709	16.6689910889	-0.5027686357	-17.9168891907	25.7812423706	-19.8264579773	-11.7171306610	15.5647687912	25.9462699890	1305.5726318359	-4.2493190765	-6.2499804497	-6.2501688004	56133	35755
14/06/2017 11:20:00 	19	16.6296215057	-0.5458239913	-17.9632186890	25.7983055115	-19.8913879395	-12.3999996185	15.5406541824	26	1303.9486083984	-4.2493519783	-6.2500000000	-6.2502584457	56133	35755
14/06/2017 11:10:00 	19.0745468140	16.6429252625	-0.5737342238	-18.0908756256	24.8658370972	-19.8933811188	-12.6165370941	15.4504404068	26	1303.8323974609	-4.2493152618	-6.2500000000	-6.2501506805	56133	35755
14/06/2017 11:00:00 	18.9392833710	16.6000003815	-0.6000000238	-18.2407531738	26.2737464905	-19.8999996185	-13.9337196350	15.4596433640	26	1302.9691162109	-4.2493076324	-6.2500000000	-6.2502417564	56133	35755
14/06/2017 10:50:00 	18.8185367584	16.6000003815	-0.6000000238	-18.3891849518	26.1576538086	-19.8999996185	-16.9493770599	15.4533166885	26.0852279663	1301.4460449219	-4.2492957115	-6.2500000000	-6.2501988411	56133	35755
14/06/2017 10:40:00 	18.7533969879	16.6055488586	-0.6000000238	-18.5193595886	24.1766986847	-19.8999996185	-18.3843555450	15.5027828217	26.1000003815	1300.0278320312	-4.2493147850	-6.2499880791	-6.2501859665	56133	35755
14/06/2017 10:30:00 	18.4792594910	16.6263580322	-0.6046491861	-18.5949020386	23.3683032990	-19.9222946167	-18.2999992371	15.5120286942	26.1067924500	1298.7932128906	-4.2493329048	-6.2500000000	-6.2501902580	56133	35755
14/06/2017 10:20:00 	18.2783584595	16.6425743103	-0.6130397320	-18.6839904785	23.2938175201	-19.9998092651	-18.2315540314	15.4957513809	26.1842498779	1297.7860107422	-4.2493886948	-6.2500000000	-6.2502269745	56133	35755
14/06/2017 10:10:00 	18.1429767609	16.6000003815	-0.6873469949	-18.5794010162	22.8734188080	-20	-18.0909843445	15.3999996185	26.2000007629	1296.7635498047	-4.2493343353	-6.2500000000	-6.2501540184	56133	35755
14/06/2017 10:00:00 	18.0766830444	16.5935630798	-0.6999999881	-18.4906826019	21.6631164551	-20	-17.8570613861	15.3999996185	26.2396945953	1295.3913574219	-4.2492737770	-6.2500000000	-6.2502431870	56133	35755
14/06/2017 09:50:00 	18	16.5080223083	-0.6999999881	-18.5944004059	21.1534137726	-20	-17.5104274750	15.3490257263	26.2999992371	1296.3135986328	-4.2493262291	-6.2500000000	-6.2501158714	56133	35755
14/06/2017 09:40:00 	17.9203720093	16.5401306152	-0.7188960910	-18.6612243652	21.5221118927	-20.0061340332	-16.9613647461	15.2780628204	26.3564949036	1295.2810058594	-4.2493643761	-6.2500000000	-6.2501168251	56133	35755
14/06/2017 09:30:00 	17.7601127625	16.6000003815	-0.7565659881	-18.8162918091	20.3490333557	-20.0969104767	-16.2739295959	15.2027559280	26.4002799988	1295.3736572266	-4.2492942810	-6.2500000000	-6.2501244545	56133	35755
14/06/2017 09:20:00 	17.8742446899	16.6000003815	-0.7507905960	-18.9084320068	20.0302715302	-20.1012649536	-16.4131946564	15.1428146362	26.4981555939	1295.3399658203	-4.2493171692	-6.2500000000	-6.2501773834	56133	35755
14/06/2017 09:10:00 	17.8701496124	16.6000003815	-0.7696927190	-19.1692543030	19.5759449005	-20.1869182587	-18.9308338165	15.0900964737	26.5144691467	1296.7774658203	-4.2493662834	-6.2500000000	-6.2501888275	56133	35755
14/06/2017 09:00:00 	17.6355419159	16.6441917419	-0.8000000119	-19.3114242554	19.4541568756	-20.2299346924	-19.2465629578	15.0499734879	26.6000003815	1297.1502685547	-4.2493338585	-6.2500000000	-6.2501969337	56133	35755
14/06/2017 08:50:00 	17.5102310181	16.6012287140	-0.8000000119	-19.4625663757	19.0911903381	-20.2915744781	-19.5224990845	15.1018610001	26.6056346893	1298.8090820312	-4.2493405342	-6.2500000000	-6.2501754761	56133	35755
14/06/2017 08:40:00 	17.3880119324	16.6917209625	-0.8115837574	-19.5997371674	17.2470741272	-20.3744583130	-19.7886447906	15.1479520798	26.7113018036	1299.7114257812	-4.2493667603	-6.2500000000	-6.2502536774	56133	35755
14/06/2017 08:30:00 	17.2055702209	16.7093009949	-0.8999999762	-19.7330188751	16.2449474335	-20.3999996185	-20.0436859131	15.2399368286	26.8736381531	1300.7012939453	-4.2493386269	-6.2500000000	-6.2502279282	56133	35755
14/06/2017 08:20:00 	16.9616012573	16.6952934265	-0.8331635594	-19.9871063232	15.7866325378	-20.4870719910	-20.4553127289	15.3459682465	26.9609870911	1302.3641357422	-4.2493491173	-6.2500000000	-6.2501969337	56133	35755
14/06/2017 08:10:00 	16.7331161499	16.6050052643	-0.8435294032	-20.2868652344	15.4356098175	-20.5597019196	-21.1413345337	15.4241962433	27.0384902954	1304.0209960938	-4.2493057251	-6.2500000000	-6.2502388954	56133	35755
14/06/2017 08:00:00 	16.3124504089	16.6000003815	-0.8940990567	-20.3377227783	15.3489809036	-20.6725864410	-21.4771156311	15.4593076706	27.1657543182	1304.1221923828	-4.2493243217	-6.2500000000	-6.2501845360	56133	35755
14/06/2017 07:50:00 	16.2999992371	16.6052684784	-0.8999999762	-20.3419475555	15.5871467590	-20.8233699799	-21.7762775421	15.5000000000	27.3409481049	1305.9277343750	-4.2493548393	-6.2500000000	-6.2502174377	56133	35755
14/06/2017 07:40:00 	16.2999992371	16.6000003815	-0.8999999762	-20.5176887512	15.2931842804	-21.0799236298	-22.0560684204	15.5511684418	27.5457057953	1307.1955566406	-4.2493314743	-6.2500000000	-6.2502374649	56133	35755
14/06/2017 07:30:00 	16.2999992371	16.6513423920	-0.8999999762	-20.6632919312	15.0309181213	-21.2982635498	-22.6872787476	15.5897703171	27.8443050385	1309.4523925781	-4.2493314743	-6.2500000000	-6.2501969337	56133	35755
14/06/2017 07:20:00 	16.2999992371	16.7000007629	-0.8999999762	-20.8953189850	14.7768955231	-21.5177173615	-24.2444648743	15.6000003815	28.1797962189	1315.3630371094	-4.2493205070	-6.2500000000	-6.2502508163	56133	35755
14/06/2017 07:10:00 	16.2999992371	16.6321372986	-0.8999999762	-21.0143260956	14.7304458618	-21.6196422577	-27.4139976501	15.5961685181	28.6114940643	1321.3051757812	-4.2493638992	-6.2500000000	-6.2502169609	56133	35755
14/06/2017 07:00:00 	16.2999992371	16.6358737946	-0.8999999762	-21.1329364777	14.3458442688	-21.7258682251	-29.2586307526	15.5033864975	28.9660453796	1295.9798583984	-4.2493228912	-6.2500000000	-6.2502036095	56133	35755
14/06/2017 06:50:00 	16.2999992371	16.6123180389	-0.9006028771	-21.2625312805	14.3506460190	-21.8957614899	-29.2749176025	15.5027732849	29.1622219086	1310.0380859375	-4.2493643761	-6.2499918938	-6.2502021790	56133	35755
14/06/2017 06:40:00 	16.2999992371	16.5981540680	-0.9673053622	-21.4194030762	14.2660455704	-22.0966167450	-29.1155185699	15.5236320496	29.4089584351	1272.3919677734	-4.2493543625	-6.2500000000	-6.2502498627	56133	35755
14/06/2017 06:30:00 	16.2999992371	16.5748443604	-1	-21.6096687317	14.4220647812	-22.3199234009	-28.9218235016	15.6000003815	29.7831325531	1395.4715576172	-4.2493538857	-6.2500000000	-6.2501978874	56133	35755
14/06/2017 06:20:00 	16.2999992371	16.5450458527	-0.9577838778	-21.8616333008	14.4977216721	-22.4445457458	-28.6468753815	15.6000003815	30.3215389252	1357.2116699219	-4.2493910789	-6.2499880791	-6.2502298355	56133	35755
14/06/2017 06:10:00 	16.2999992371	16.6316165924	-0.8441140652	-22.2838211060	14.6801214218	-22.5816764832	-28.0697154999	15.6598787308	30.8731708527	1379.6226806641	-4.2494297028	-6.2500238419	-6.2503671646	56133	35755
14/06/2017 06:00:00 	16.3874015808	16.6293697357	-0.6999999881	-22.6321659088	15.0745124817	-22.8868503571	-27.3285579681	15.6999998093	30.9329071045	1331.5903320312	-4.2494754791	-6.2497892380	-6.2503976822	56133	35755
14/06/2017 05:50:00 	16.3999996185	16.5771141052	-0.6999999881	-22.5067996979	15.0739383698	-22.8455295563	-27.2000007629	15.6999998093	30.9150142670	1324.5847167969	-4.2494754791	-6.2498927116	-6.2503662109	56133	35755
14/06/2017 05:40:00 	16.3999996185	16.5990161896	-0.6999999881	-22.3946132660	14.9082698822	-22.7963905334	-27.1486530304	15.7763643265	30.8983936310	1408.2150878906	-4.2494425774	-6.2498574257	-6.2502579689	56133	35755
